prj_id,prj_title,prj_code,prj_year_approved,prj_type,prj_status_name,province,city_name,sector,prj_cost_setup,prj_cost_gia,prj_cost_rollout,prj_cost_benefactor,prj_cost_other,num_coop,more_coop
259,Enhancement of Guava Processing Facility of SINAMPC,GPIN-10-03-01-029,2012,GIA (Community Based),Completed,Batangas,Rosario,Food Processing,68500,0,0,0,0,1,only one
260,"Upgrading of Buri Wine Production in Lobo, Batangas",15-03-01-129,2015,GIA (Community Based),On-going,Batangas,Lobo,Food Processing,78000,0,0,175000,0,1,only one
261,CHARCOAL BRIQUETTE (FROM WASTE TO WEALTH),14-04-07-108,2015,GIA (Community Based),Terminated,Rizal,Baras,Agriculture / Marine / Aquaculture / Forestry / Livestock,110000,0,0,10000,0,1,only one
262,Production of Duck Feeds Additives,GPIN 14-01-04-110,2014,GIA (Community Based),Terminated,Cavite,Bacoor,Agriculture / Marine / Aquaculture / Forestry / Livestock,190000,0,0,0,0,1,only one
263,Equipment Upgrade to Maximize Productivity of Rapid Curing Production Line in Manufacturing of Quality Chicken Salted Eggs,15-4A-03-01-0058,2015,SETUP,On-going,Batangas,San Jose,Food Processing,900000,0,0,220000,0,1,only one
264,"Installation of a Press Brake 50T NC for Metal Fabrication of Goldros Corporation in Angono, Rizal",15-4A-04-05-0077,2015,SETUP,On-going,Rizal,Angono,Metals & Engineering,1478000,0,0,200000,0,1,only one
265,Upgrading of Bibingka Production of Hannah&#039;s Bibingkang Galapong with Sauce,15-4A-05-01-0076,2015,SETUP,Graduated,Rizal,Cainta,Food Processing,45000,0,0,20000,0,1,only one
266,Enhancement of the Production System and Marketing Potential of System of Eden&#039;s Pastillas through the DOST&#039;s SETUP Program,15-4A-01-01-0040,2015,SETUP,On-going,Cavite,General Trias,Food Processing,490950,0,0,127400,0,1,only one
267,Enhancement of the production system of balayong bakery through the acquisition of modern production equipment,15-4A-01-01-0039,2015,SETUP,Graduated,Cavite,Dasmariñas,Food Processing,1355000,0,0,1535000,0,1,only one
268,Upgrading of Grinding Process of Mag&#039;s Machine  Shop and Engineering Works,15-4A-02-05-0062,2015,SETUP,On-going,Laguna,San Pablo,Metals & Engineering,2000000,0,0,50000,0,1,only one
269,Mechanization of Production Process of Brent&#039;s Siopao King,15-4A-02-01-0050,2015,SETUP,Withdrawn,Laguna,San Pablo,Food Processing,575750,0,0,50000,0,1,only one
270,Provision of Biogas System for Energy Utilization,15-4A-02-06-0048,2015,SETUP,Terminated,Laguna,Alaminos,Agriculture / Marine / Aquaculture / Forestry / Livestock,1665000,0,0,203000,0,1,only one
271,Upgrading of the Production Process of Golden J Siopao,15-4A-05-01-0055,2015,SETUP,Completed,Quezon,Atimonan,Food Processing,477750,0,0,500000,0,1,only one
272,Product Development for Alay Kapwa Rural Wo/Men Multi-Purpose Cooperative,GPIN-15-05-01-133,2016,GIA (Community Based),Terminated,Quezon,Sariaya,Food Processing,30550,0,0,100000,0,1,only one
273,Upgrading of Rice Mill Facility of Ramsland Rice Mill,15-4A-05-04-0070,2016,SETUP,Completed,Quezon,Candelaria,Food Processing,995000,0,0,120000,0,1,only one
274,Upgrading of the &quot;sortidos&quot; production line facility of Panaderia Pantoja Inc.,15-000000,2015,TAPI-assisted,Graduated,Batangas,Tanauan City,Food Processing,410000,0,0,100000,0,1,only one
275,"Acquisition of Sterilizer for the Enhancement of Livelihood Undertaking of Candelaria Coconut (OTOP) and Other Products Manufacturer&#039;s Association, Inc. (CACOPMAI)",GPIN-11-05-01-058,2012,GIA (Community Based),Terminated,Quezon,Candelaria,Food Processing,70000,0,0,1600000,800000,1,only one
276,"Product Packaging Improvement for Agrarian Reform Beneficiaries of Palangue I Naic, Cavite",GPIN 15-01-01-122,2015,GIA (Community Based),Terminated,Cavite,Naic,Agriculture / Marine / Aquaculture / Forestry / Livestock,175000,0,0,62100,0,1,only one
277,Improvement of Street- Food Vending as Community- Based Livelihood opportunities for Vendors of the Local Government Unit (LGU) of Bacoor,16-GIA-CAVITE-05-0144,2016,GIA (Community Based),Completed,Cavite,Bacoor,Food Processing,397910,0,0,53000,0,1,only one
278,"Product Packaging Improvement for Agrarian Reform Beneficiaries of Palangue 2 &amp; 3 Naic, Cavite",16-gia-cavite-01-145,2016,GIA (Community Based),Completed,Cavite,Naic,Agriculture / Marine / Aquaculture / Forestry / Livestock,215000,0,0,2831998,0,1,only one
279,"Enhancing Technical Capability of Mariñas Technologies, Inc. in the Commercialization of MRF (Material Recovery Facility) through the Provision of CNC Horizontal Lathe Machine",15-4A-02-05-0065,2015,SETUP,On-going,Laguna,Pila,Metals & Engineering,1900000,0,0,320000,0,1,only one
280,Filling Process Improvement in Food Preserves Plant of Global Food Soultions Inc,15-4A-02-01-0059,2015,SETUP,Withdrawn,Laguna,San Pablo,Food Processing,3000000,0,0,150000,0,1,only one
281,Automation of Anodizing Line of Iron Lady Design and Finishing Works,15-4A-02-05-0063,2015,SETUP,Withdrawn,Laguna,San Pedro,Metals & Engineering,1240000,0,0,50000,0,1,only one
282,Mechanization of the smoking process of Genrev Home Made Meat Products,16-4A-02-01-0095,2016,SETUP,Terminated,Laguna,Nagcarlan,Food Processing,480000,0,0,120000,0,1,only one
284,Mechanization of processes in the production of personal and home care products,16-4A-02-03-0093,2016,SETUP,Completed,Laguna,Santa Rosa,Health & Wellness Products,260800,0,0,80000,0,1,only one
288,ESTABLISHMENT MEAT PROCESSING FACILITY FOR KASANGKAP MPC,16-GIA-Laguna-01-0142,2016,GIA (Community Based),On-going,Laguna,Santa Rosa,Food Processing,296269,0,0,183000,0,1,only one
289,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) in Calminue, Cavinti, Laguna",16-GIA-Laguna-03-0141,2016,GIA (Community Based),Withdrawn,Laguna,Cavinti,Agriculture / Marine / Aquaculture / Forestry / Livestock,160000,0,0,1,0,1,only one
290,"Upgrading multi-stage rice mill for production of healthy, nutrient dense pesticide-free brown rice (SB-LORPP Cooperative Joint Venture)",16-GIA-Laguna-05-0140,2016,GIA (Community Based),On-going,Laguna,Victoria,Food Processing,454800,0,0,1100000,0,1,only one
291,UPGRADING OF SOAP PROCESSING TECHNOLOGY OF PAAGAHAN   MULTI PURPOSE COOPERATIVE(PARCMPC),16 - GIA - Laguna - 03 - 0139,2016,GIA (Community Based),On-going,Laguna,Mabitac,Health & Wellness Products,292600,0,0,900000,0,1,only one
292,"COMMERCIALIZATION OF S&amp;T BASED TECHNOLOGIES FOR BANANA (NEW IMPROVED LAKATAN AND SABA) PRODUCTION IN CAVINTI, LAGUNA",16 - GIA - Laguna - 01 - 0138,2016,GIA (Community Based),On-going,Laguna,Cavinti,Food Processing,500003,0,0,302558,0,1,only one
293,"COMMUNITY BASED BioChar (BIOMASS CHARCOAL BRIQUETTING) FOR THE WOMEN IP OF SANTA MARIA, LAGUNA",16 - GIA - Laguna - 05 - 0137,2016,GIA (Community Based),On-going,Laguna,Santa Maria,Gifts / Decors / Handicrafts,288000,0,0,50000,0,1,only one
294,Mechanization of Vermi - harvesting process of SSHMPC  through the provision of Vermi -Harvester,16 - GIA - Laguna - 05 - 0136,2016,GIA (Community Based),Completed,Laguna,Liliw,Agriculture / Marine / Aquaculture / Forestry / Livestock,295000,0,0,404000,5,1,only one
295,Upgrading the Finishing processes and of laguna water hyacinth handicrafts producers associations Inc,16 - GIA - Laguna - 03 - 0135,2016,GIA (Community Based),Completed,Laguna,Los Baños,Gifts / Decors / Handicrafts,208963,0,0,100000,0,1,only one
296,Technology Upgrading in Dairy Processing of Magdalena Dairy Raisers,15-GIA-Laguna-07-0126,2015,GIA (Community Based),Terminated,Laguna,Magdalena,Food Processing,1000000,0,0,23992,0,1,only one
297,Selection and Performance Validation of Aromatic and Pigmented Rice Varieties and Pilot Production of Brown Rice,15 - GIA - Laguna - 07 - 0125,2015,GIA (Community Based),Completed,Laguna,Siniloan,Food Processing,1080000,0,0,1,0,1,only one
298,Mechanization of Cassava Food Processing of Gumihan-Lamao Farmers Development Cooperative,15 - GIA - Laguna - 01 - 0124,2015,GIA (Community Based),On-going,Laguna,Kalayaan,Food Processing,216745,0,0,800000,0,1,only one
299,Upgrading the Village Type Corn Dryer of Calamba Upland Farmers Multi-Purpose Cooperative,14 - GIA - Laguna - 01 - 0115,2014,GIA (Community Based),On-going,Laguna,Calamba,Agriculture / Marine / Aquaculture / Forestry / Livestock,85000,0,0,50000,0,1,only one
300,Enhancing the Technical Capability of Gawad Kalinga Sewers Through Utilization of Upgraded Sewing technology,14 - GIA - Laguna - 03 - 0114,2014,GIA (Community Based),On-going,Laguna,San Pablo,Food Processing,149500,0,0,0,0,1,only one
301,Adopting DOST FNRI Technology in the production of Calabasa - Malunggay Bread,14 - GIA - Laguna - 01 - 0104,2014,GIA (Community Based),Terminated,Laguna,Los Baños,Food Processing,215250,0,0,0,0,1,only one
302,Capacity Upgrading in the Production of Rags and Candles of Kabuhayan at Kaunlaran Consumer&#039;s Cooperative,14 - GIA - Laguna - 03 - 0103,2014,GIA (Community Based),On-going,Laguna,Santa Rosa,Food Processing,140000,0,0,117020,0,1,only one
303,Upgrading of Coco Coir Processing Facility for IMOK ARC Women&#039;s  and Farmers MPCI,13 - GIA - Laguna - 04 - 0091,2013,GIA (Community Based),Completed,Laguna,Calauan,Gifts / Decors / Handicrafts,257000,0,0,197000,0,1,only one
304,Enhancing Technical Capability of Balok Sewers through Utilization of Upgraded Sewing Technology,13 - GIA - Laguna - 03 - 0090,2013,GIA (Community Based),On-going,Laguna,San Pablo,Food Processing,243040,0,0,108000,0,1,only one
305,Control of Coconut Scale Insects Using Organic Insecticide: A Pilot Demonstration,13 - GIA - Laguna - 04 - 0088,2013,GIA (Community Based),On-going,Laguna,Alaminos,Food Processing,486450,0,0,0,0,1,only one
306,"Establishment of Culinary and Baking Facility for Women and Out-of-School youth of Eusebians at Brgy. Concepcion, San Pablo City thru VIP Food Corporation",13 - GIA - Laguna - 01 - 0087,2013,GIA (Community Based),On-going,Laguna,San Pablo,Food Processing,120000,0,0,0,0,1,only one
307,Seed Multiplication/Regeneration of indigenous Cowpea of BPI-LBNCRDC Germplasm Collection from Palawan known to have more Nutritious/Brain-boosting Content for Baby Food Ration,13 - GIA - Laguna - 04 - 0085,2013,GIA (Community Based),On-going,Laguna,Los Baños,Food Processing,50000,0,0,0,0,1,only one
309,Development of Production Capability and Capacity of Gordola Food Enterprise through Product Quality Analysis and Equipment Acquisition,15-4A-01-01-0068,2015,SETUP,On-going,Cavite,Indang,Food Processing,422560,0,0,37600,0,1,only one
311,"Packaging Improvement of Tofu as Comunity- based Livelihood Opportunities for PDOCCI (Persons with Disability Organization in Carmona, Cavite, Inc.) of the Local Government Unit (LGU) of Carmona",16-GIA-Cavite-01-0151,2016,GIA (Community Based),Completed,Cavite,Carmona,Food Processing,585620,0,0,352260,0,1,only one
312,Enhancing the Production Capability of Marvzzivan Trading through Technology Upgrading,15-4A-01-01-0073,2016,SETUP,On-going,Cavite,Indang,Food Processing,330864,0,0,127000,0,1,only one
316,Improvement of Pizza Production of Chef Ary and Ky&#039;s Pizzeria and Resto,16-4A-05-01-0087,2016,SETUP,Completed,Quezon,Atimonan,Food Processing,404840,0,0,250000,0,1,only one
317,Production Efficiency Improvement of Broas of A.Z. Campita&#039;s Sweets and Pasalubong,SPIN 15-4A-05-01-0056,2015,SETUP,Terminated,Quezon,Lucban,Food Processing,995000,0,0,303000,0,1,only one
318,Production Improvement and Equipment Upgrading for Sally&#039;s Boat Tart,SPIN 15-4A-05-01-0057,2015,SETUP,Completed,Quezon,Mauban,Food Processing,192000,0,0,100000,0,1,only one
319,Enhancement of ESAT&#039;S Food Services Through Equipment Upgrading,16-4A-01-01-0101,2016,SETUP,Terminated,Cavite,Dasmariñas,Food Processing,727400,0,0,68000,795400,1,only one
323,Upgrading of Process of JVE Natural Nipa Food Products,SPIN 15-4A-05-01-0060,2016,SETUP,Completed,Quezon,Infanta,Food Processing,394500,0,0,105500,0,1,only one
324,"Upgrading of Food Processing Equipment for Processed Fish for Export and Consolidator in Antipolo City, Rizal",16-4A-04-01-0080,2016,SETUP,Terminated,Rizal,Antipolo City,Food Processing,952000,0,0,120000,0,1,only one
325,"Upgrading of Rice Milling Process of Aspilla Rice Mill in Pililla, Rizal",16-4A-04-01-0081,2016,SETUP,On-going,Rizal,Pililla,Agriculture / Marine / Aquaculture / Forestry / Livestock,2998500,0,0,50000,0,1,only one
326,"Upgrading of Furniture Production  Capability of Emvel Furniture  Manufacturing Through Equipment Acquisition in Tanay, Rizal",16-4A-04-02-0084,2016,SETUP,On-going,Rizal,Tanay,Furniture,72250,0,0,77750,0,1,only one
328,Productivity Enhancement thru Integration of Bakery Equipment for Golden Wheat Bakery,16-4A-02-01-0094,2016,SETUP,Completed,Laguna,San Pablo,Food Processing,754000,0,0,1680000,0,1,only one
329,Improvement of soya Milk and Soya Products of Gosen Producers Cooperative in Antipolo City,16 - GIA - Rizal - 01 - 0159,2016,GIA (Community Based),Terminated,Rizal,Antipolo City,Food Processing,643950,0,0,28500,375000,1,only one
330,Single Pass Rice Mill Project for Palay Processing of Lupang Arenda Multi-Purpose Cooperative (LAMCO),16 - GIA - Rizal - 01 - 0161,2016,GIA (Community Based),On-going,Rizal,Taytay,Food Processing,1580000,0,0,1000000,0,1,only one
331,Bio Briquette Charcoal Production of Mascap Integrated Producers Cooperative (MIPC),16 - GIA - Rizal - 06 - 0165,2016,GIA (Community Based),Completed,Rizal,Rodriguez (Montalban),Agriculture / Marine / Aquaculture / Forestry / Livestock,265000,0,0,143300,101750,1,only one
332,Establishment of Peanut Butter Processing Center for Boyet Ynares Ladies Movement in Binangonan,16 - GIA - Rizal - 01 - 0160,2016,GIA (Community Based),On-going,Rizal,Binangonan,Food Processing,122000,0,0,25000,0,1,only one
333,"Upgrading of Banana Chips Processing Plant in Calawis, Antipolo City",16 - GIA - Rizal - 01 - 0163,2016,GIA (Community Based),Terminated,Rizal,Antipolo City,Food Processing,197385,0,0,50000,810000,1,only one
334,Establishment of a Common Service Facility on Equipment  Fabrication for the Inventors and Innovators of the Province of  Rizal,###,2016,GIA (Region-initiated Projects) Internally Funded,New,Rizal,Cainta,Metals & Engineering,1218429,0,0,47320,0,1,only one
335,Upgrading of Bamboo Processing Facility of Cardona Multi-Purpose Cooperative Through Equipment Acquisition,16 - GIA - Rizal - 05 - 0162,2016,GIA (Community Based),On-going,Rizal,Cardona,Furniture,520000,0,0,100000,0,1,only one
336,SETUP PHASE II: Upgrading of the Production Capacity of Philippine Moringa and More Corp. (also known as MLGS Herbal Food Products),17-4A-04-01-0121,2014,SETUP,On-going,Rizal,Cainta,Food Processing,1848800,0,0,200000,0,1,only one
337,Upgrading of Furniture Production Capability Through Equipment Acquisition,16-4A-04-02-0082,2016,SETUP,On-going,Rizal,Taytay,Furniture,1182750,0,0,335000,0,1,only one
338,Improvement of Production Capabilities of Crescens Graphics Print-Ink Services Co. Through Upgrading of Equipment,17-4A-04-06-0119,2016,SETUP,On-going,Rizal,Taytay,ICT,380000,0,0,200000,0,1,only one
339,Mechanization of Cookie Production thru the provision of Cookie depositor and cookie forming machine and improvement of packaging equipment for Gem See&#039;s Cakeshop,16-4A-02-01-0109,2016,SETUP,Graduated,Laguna,San Pablo,Food Processing,2653000,0,0,580000,0,1,only one
340,PRODUCTIVITY ENHANCEMENT OF CRISTALIN FOOTWEAR THRU THE INSTALLATION OF SOLAR PANELS AS ALTERNATIVE SOURCE OF ENERGY,17-4A-02-03-0120,2017,SETUP,Terminated,Laguna,City of Biñan,Gifts / Decors / Handicrafts,516770,0,0,500000,0,1,only one
341,Mechanization of Processes of Dorenie&#039;s Food and Beverage Trading in the Production of Health-giving Products,16-4A-02-01-0111,2016,SETUP,Terminated,Laguna,Calauan,Food Processing,1402200,0,0,120000,0,1,only one
342,MECHANIZATION OF FILLING PROCESS IN THE PRODUCTION OF PURE SPRING WATER AND JUICES OF SUSTALICIOUS FOOD AND BEVERAGES PRODUCTS,16-4A-01-01-0110,2016,SETUP,Terminated,Laguna,Pangil,Food Processing,1451200,0,0,750000,0,1,only one
343,Enhancing Productivity of Amazing Foods Corporation in the  Production of Virgin Coconut Oil and other Coco Based  Products thru Mechanization of Processes.,17-4A-02-01-0113,2017,SETUP,Terminated,Laguna,Santa Maria,Food Processing,1889776,0,0,790326,0,1,only one
344,"Productivity Enhancement of Lean Processes, Inc. thru the   Improvement of Liquid Transfer, Accounting and Inventory Systems.",16-4A-02-06-0112,2017,SETUP,Terminated,Laguna,San Pedro,ICT,2223940,0,0,1095000,0,1,only one
345,Enhancing the Production Capability of Sweet Solutions  Bakeshop thru Acquisition of Modern Baking Equipment,16-4A-01-01-0114,2016,SETUP,On-going,Cavite,Imus,Food Processing,1857296,0,0,392296,0,1,only one
346,Improvement of Production Capability of Foodgear Enterprises,16-4A-01-05-0091,2016,SETUP,Terminated,Cavite,Silang,Metals & Engineering,3000000,0,0,1500000,0,1,only one
347,Production Efficiency Improvement of Pancit Lucban for Racelis Miki Factory,16-4A-05-01-0088,2016,SETUP,Completed,Quezon,Lucban,Food Processing,1218000,0,0,305000,0,1,only one
348,Production Efficiency ans Quality Improvement of Coconut-Based Products of Yakap at Halik MPC-Quezon 2,16-GIA-Quezon-01-156,2016,GIA (Community Based),Completed,Quezon,Padre Burgos,Food Processing,499200,0,0,150000,0,1,only one
349,Upgrading of Packaging System for Bottled Soy Sauce and Vinegar,16-4A-05-01-0086,2016,SETUP,Terminated,Quezon,Pagbilao,Food Processing,1347080,0,0,305000,0,1,only one
350,Upgrading of the Production Process of Teng&#039;s Cakes and Pastries,15-4A-05-01-0061,2016,SETUP,On-going,Quezon,Tayabas City,Food Processing,260600,0,0,80000,0,1,only one
351,Upgrading of Existing Equipment fro Roasted Corn Powder Production of Adelet&#039;s Food Products,17-4A-05-01-0122,2017,SETUP,On-going,Quezon,San Andres,Food Processing,260000,0,0,110000,0,1,only one
352,"Improvement of the Production Facility, Product Quality and Safety of Silayan Fisherman&#039;s Association of Brgy. Binagbag",16-GIA-Quezon-01-0157,2016,GIA (Community Based),Terminated,Quezon,Agdangan,Food Processing,350000,0,0,5000,729026,1,only one
353,Printing Production and Quality Improvement fro Printerest Design Studio,15-4A-05-06-0071,2016,SETUP,Completed,Quezon,Lucban,ICT,600000,0,0,400000,0,1,only one
354,"Improvement of the Production, Product Quality, and Safety of VIBABIPAGASA Agrarian Reform Cooperative",16-GIA-Quezon-01-0158,2016,GIA (Community Based),On-going,Quezon,Gumaca,Food Processing,350000,0,0,90000,0,1,only one
355,Advancement and Growth through Acquisition of Technology Through DOST - TAPI Program,,2016,TAPI-assisted,On-going,Cavite,Silang,Food Processing,1065240,0,0,3844764,0,1,only one
356,Production Quality Improvement of Passion Fruit Products through Acquisition and Upgrading of Necessary Processing Equipment,17-4A-05-01-0118,2017,SETUP,Terminated,Quezon,Lucena City,Food Processing,983000,0,0,355000,0,1,only one
357,Adoption of New Technology and Upgrading of Existing Equipment for Donut Production of MJ and PJ Bakeshop,17-4A-05-01-0116,2017,SETUP,On-going,Quezon,Calauag,Food Processing,208000,0,0,1210000,0,1,only one
358,Equipment Acquisition and Product Testing for Dalanghita Concentrate and Ready-to-Drink Processing of Agos ng Pag-Asa Multi-Purpose Cooperative,16-GIA-Quezon-01-0154,2016,GIA (Community Based),Terminated,Quezon,Tagkawayan,Food Processing,307610,0,0,15000,1200000,1,only one
359,Improvement of Stingless Bee Honey Production of Our Lady of the Angels MPC,16-GIA-Quezon-01-0153,2016,GIA (Community Based),Completed,Quezon,Atimonan,Food Processing,161180,0,0,20000,0,1,only one
360,UPGRADING OF KUSINA BATANGUENA HOME CANNERY PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION,16-4A-03-01-0097,2016,SETUP,Terminated,Batangas,Mataasnakahoy,Food Processing,262104,0,0,60000,0,1,only one
361,Upgrading of Production facility of Mira&#039;s Turmeric Products,16-4A-03-01-0103,2016,SETUP,On-going,Batangas,Lipa City,Food Processing,721000,0,0,50000,0,1,only one
362,UPGRADING OF FOOD PROCESSING EQUIPMENT OF MAYCAR FOODS INC,16-4A-03-01-0098,2016,SETUP,On-going,Batangas,Lipa City,Food Processing,2700000,0,0,800000,0,1,only one
363,ACQUISITION OF APPROPRIATE EQUIPMENT TO UPGRADE MARVON DRYING SERVICES PRODUCTION FACILITY,16-4A-03-01-0108,2016,SETUP,On-going,Batangas,Laurel,Agriculture / Marine / Aquaculture / Forestry / Livestock,223650,0,0,150000,0,1,only one
364,Upgrading of Database Management System of San Jose Workers Multipurpose Cooperative through the Integrated Accounting Software and Point-of-Sale System,16-4A-03-01-0099,2016,SETUP,On-going,Batangas,San Jose,ICT,417898,0,0,40000,0,1,only one
366,Bottling Process Improvement in Barako Coffee and Native White Ginger Liqueur Production,16-4A-03-01-0096,2016,SETUP,On-going,Batangas,San Jose,Food Processing,299000,0,0,150000,0,1,only one
367,Enhancement of Muscovado Product Through Provision of Appropriate Packaging Materials,GPIN 13-01-12-92,2012,GIA (Community Based),Completed,Cavite,Magallanes,Food Processing,80000,0,0,0,0,1,only one
368,"Ginger Processing Enhancement of Sampaloc Agrarian Reform Benificiaries Multi-Purporse Cooperative (SARBMPC) in Sampaloc, Tanay",17-GIA-Rizal-01-0169,2017,GIA (Community Based),On-going,Rizal,Tanay,Food Processing,1180700,0,0,50000,0,1,only one
369,"Upgrading of Herbal Tea Processing of Mabuhay Multi-Purpose Cooperative in Binangonan, Rizal",17-GIA-Rizal-01-0172,2017,GIA (Community Based),Terminated,Rizal,Binangonan,Food Processing,650000,0,0,675000,0,1,only one
370,Establishment of Mushroom Culture and Processing Facility of Niogan Agrarian Reform Beneficiaries Multi-Purpose Cooperative (NARBS MPC),17-GIA-Rizal-01-181,2017,GIA (Community Based),On-going,Rizal,Pililla,Food Processing,718600,0,0,100000,5,1,only one
371,"Charcoal Briquetting Project for Madilaydilay Agrarian Reform Cooperative (MARC) in Tanay, Rizal",17-GIA-Rizal-04-180,2017,GIA (Community Based),Withdrawn,Rizal,Tanay,Agriculture / Marine / Aquaculture / Forestry / Livestock,531400,0,0,200000,0,1,only one
372,Acquisition of Decorticating Machine for Pineapple Fiber Production,GPIN-13-01-04-93,2013,GIA (Community Based),Completed,Cavite,Silang,Gifts / Decors / Handicrafts,200000,0,0,0,0,1,only one
373,Development of the Production Capability and Capacity of Cookie Caper Enterprises through Equipment Acquisition and Product Quality Analysis,15-4A-01-01-0072,2016,SETUP,Terminated,Cavite,General Mariano Alvarez,Food Processing,223000,0,0,53670,0,1,only one
374,Technology Upgrading of Alevro Precision Tooling Services through Acquisition of CNC Equipment,17-4A-01-05-130,2017,SETUP,On-going,Cavite,Silang,Metals & Engineering,3000000,0,0,3200000,0,1,only one
375,Productivity Improvement through Integration of Additional Equipment,17-4A-01-05-129,2017,SETUP,On-going,Cavite,Dasmariñas,Metals & Engineering,2700000,0,0,13045000,0,1,only one
376,Product Quality Improvement of Yema Cheese Cake of Zaporteza Cake House and Pasalubong through Upgrading of Equipment,17-4A-05-01-0117,2017,SETUP,Terminated,Quezon,Tayabas City,Food Processing,1417600,0,0,500000,0,1,only one
377,"Improvement of the Production Facility, Product Quality and Safety of Samahan Ng Nagkakaisang Mangingisdsa sa Paraisong Pulo (SNMPP)",16 - GIA - Quezon - 01 - 0152,2016,GIA (Community Based),Terminated,Quezon,Mulanay,Food Processing,300000,0,0,45000,0,1,only one
378,Enhancing the Production Capacity and Capability for Handicraft Production by Investing on Plating and Drying Facility and Equipment,15-4A-01-03-0066,2015,SETUP,Terminated,Cavite,Trece Martires,Gifts / Decors / Handicrafts,1357600,0,0,501398,0,1,only one
379,Upgrading of the Production Capacity and Capability of Foodwave Inc.,16-4A-01-01-0090,2016,SETUP,Terminated,Cavite,Silang,Food Processing,2385000,0,0,200000,0,1,only one
380,Improvement of the Production Efficiency and Productivity Through the Installation of Standard Testing System for GP Synergia Through SETUP Program,16-4A-01-06-0092,2016,SETUP,Graduated,Cavite,Dasmariñas,Other Regional Industry Priorities,3000000,0,0,2350000,2500000,1,only one
382,Strengthening the Production Capability and Marketing Potential of Dolly&#039;s Banana Chips,17-4A-01-01-0124,2017,SETUP,On-going,Cavite,Bacoor,Food Processing,1500000,0,0,345217,0,1,only one
383,Strengthening the Production Capability and Capacity of Amvel Metal Fabrication Through Acquisition of Equipment,17-4A-01-05-0125,2017,SETUP,Terminated,Cavite,Silang,Metals & Engineering,3000000,0,0,5890388,0,1,only one
385,UPGRADING OF GK SAN FANCISCO JAVIER PEOPLEâ€™S ORGANIZATION SEAWEEDS CHIPS PRODUCTION FACILITY THROUGH EQUIPMENT ACQUISITION,16 - GIA - Batangas  - 01 - 0168,2016,GIA (Community Based),Completed,Batangas,Agoncillo,Agriculture / Marine / Aquaculture / Forestry / Livestock,140000,0,0,55000,0,1,only one
386,Adoption of Pelletizing Technology to Produce Quality Animal Feeds,16 - GIA - Batangas  - 04 - 0165,2016,GIA (Community Based),Completed,Batangas,Padre Garcia,Agriculture / Marine / Aquaculture / Forestry / Livestock,150000,0,0,45000,0,1,only one
387,"JJ Agriventures Inc. Acquisition of New Equipment for Livestock Feed Production in Morong, Rizal",17-4A-04-04-0123,2017,SETUP,On-going,Rizal,Antipolo City,Agriculture / Marine / Aquaculture / Forestry / Livestock,2541960,0,0,4300000,0,1,only one
389,"MECHANIZATION OF THE PRODUCTION PROCESSES AND GMP IMPLEMENTATION OF GINGA AGRIFOOD MANUFACTURING ENTERPRISES, INC.â€",16-4A-03-01-0100,2016,SETUP,On-going,Batangas,Lobo,Food Processing,2558816,0,0,415000,0,1,only one
391,UPGRADING OF PRODUCTION FACILITY OF JK REAL CALAMANSI JUICE,16-4A-01-01-0102,2016,SETUP,Terminated,Batangas,Lipa City,Food Processing,1518200,0,0,260000,0,1,only one
392,Technology Implementation of FNRI&#039;s Tubig Talino at Bago (Ibaan) Multi-Purpose Cooperative,16 - GIA - Batangas  - 01 - 0167,2016,GIA (Community Based),Completed,Batangas,Ibaan,Food Processing,140000,0,0,120000,0,1,only one
393,Tubig Talino Technology Implementation of San Pedro MPC,16 - GIA - Batangas  - 01 - 0166,2016,GIA (Community Based),Completed,Batangas,Santo Tomas,Food Processing,110000,0,0,120000,0,1,only one
394,UPGRADING OF SAN JOSE SICO LANDFILL MULTIPURPOSE COOPERATIVE PRODUCTION FACILITY FOR HOLLOW BLOCKS AND VERMICOMPOST THROUGH EQUIPMENT ACQUISITION,16 - GIA - Batangas  - 06 - 0169,2016,GIA (Community Based),Completed,Batangas,Batangas City,Metals & Engineering,281620,0,0,50000,0,1,only one
395,Establishment of Coconut Husk Processing Facility in the District IV of Batangas,16 - GIA - Batangas  - 06 - 0170,2016,GIA (Community Based),Completed,Batangas,Padre Garcia,Gifts / Decors / Handicrafts,603380,0,0,151620,0,1,only one
396,Improvement of the Drying Process of Dried Pancit Lucban of New A.M. Miki Factory,16-4A-05-01-0089,2016,SETUP,On-going,Quezon,Lucena City,Food Processing,691984,0,0,1250000,0,1,only one
397,Improving the Capability and Quality Services of Nart Development  and Construction,16-4A-03-06-1016,2016,SETUP,On-going,Batangas,San Jose,Metals & Engineering,1800000,0,0,1000000,0,1,only one
399,Upgrading of Production Capability of Manganyaman Gourmet Place Through Technology Acquisition of New Equipment,17-4A-04-01-126,2017,SETUP,On-going,Rizal,Antipolo City,Food Processing,1167000,0,0,1000000,0,1,only one
400,"Raw Materials Storage Facility Upgrade of Qualimeal Feedmills, Inc.",16-4A-03-04-0104,2016,SETUP,On-going,Batangas,Lipa City,Agriculture / Marine / Aquaculture / Forestry / Livestock,2550947,0,0,200000,0,1,only one
